Diaper time,In the diaper,Color,Texture
02/02/2020 8:32:55 AM,pee and poo,yellow,Mushy
02/01/2020 7:35:22 PM,pee,,
02/01/2020 3:42:38 PM,pee and poo,green,Solid
02/01/2020 8:50:07 AM,poo,brown,Solid
02/01/2020 5:11:07 PM,pee and poo,green,Solid
02/01/2020 8:01:21 AM,pee,,
02/01/2020 12:54:28 PM,pee,,
01/31/2020 8:56:59 AM,pee and poo,yellow,Mushy
01/31/2020 4:25:54 PM,pee,,
01/31/2020 8:01:50 AM,pee,,
01/31/2020 10:30:56 AM,poo,yellow,Mushy
01/31/2020 7:35:38 PM,pee,,
01/30/2020 8:40:03 AM,pee,,
01/30/2020 10:30:11 AM,pee,,
01/30/2020 12:30:20 PM,pee,,
01/30/2020 7:59:00 AM,pee,,
01/30/2020 8:20:50 AM,poo,yellow,Mushy
01/30/2020 3:00:30 PM,pee,,
01/30/2020 4:20:40 PM,pee and poo,yellow,Mushy
01/30/2020 6:15:53 PM,pee and poo,yellow,Solid
01/29/2020 7:59:05 AM,pee,,
01/29/2020 9:00:50 AM,pee,,
01/29/2020 5:30:29 PM,poo,yellow,Mushy
01/29/2020 12:30:11 PM,pee and poo,yellow,Mushy
01/29/2020 7:05:02 PM,pee and poo,yellow,Solid
01/29/2020 3:00:19 PM,pee,,
01/28/2020 4:30:46 PM,pee and poo,yellow,Mushy
01/28/2020 7:30:51 PM,pee,,
01/28/2020 10:40:11 AM,pee,,
01/28/2020 12:50:24 PM,pee and poo,yellow,Mushy
01/28/2020 3:00:35 PM,pee,,
01/27/2020 7:52:32 AM,pee,,
01/27/2020 8:55:39 AM,poo,yellow,Mushy
01/27/2020 7:25:14 PM,pee,,
01/27/2020 10:20:50 AM,pee,,
01/27/2020 12:50:01 PM,pee and poo,yellow,Mushy
01/27/2020 4:00:13 PM,pee,,
01/26/2020 8:06:54 AM,pee,,
01/26/2020 4:22:53 PM,pee,,
01/26/2020 9:15:20 AM,pee and poo,yellow,Mushy
01/26/2020 7:25:54 PM,pee,,
01/26/2020 7:54:01 PM,poo,yellow,Mushy
01/25/2020 11:10:58 AM,pee and poo,yellow,Mushy
01/25/2020 8:05:41 PM,pee,,
01/25/2020 7:57:13 AM,pee,,
01/24/2020 3:46:11 PM,pee,,
01/24/2020 8:46:25 AM,poo,yellow,Solid
01/24/2020 7:40:17 PM,pee,,
01/24/2020 4:16:35 PM,poo,yellow,Mushy
01/24/2020 8:00:46 AM,pee,,
01/24/2020 10:02:33 AM,pee and poo,yellow,Runny
01/23/2020 7:58:39 AM,pee,,
01/23/2020 8:45:55 AM,pee,,
01/23/2020 4:30:59 PM,pee and poo,yellow,Mushy
01/23/2020 10:30:03 AM,pee,,
01/23/2020 12:30:15 PM,pee and poo,yellow,Mushy
01/23/2020 3:00:23 PM,pee,,
01/23/2020 7:35:34 PM,pee,,
01/22/2020 7:44:49 AM,pee,,
01/22/2020 4:35:48 PM,pee,,
01/22/2020 9:02:07 AM,pee and poo,yellow,Mushy
01/22/2020 7:35:46 PM,pee,,
01/22/2020 11:51:59 AM,pee and poo,yellow,Mushy
01/21/2020 12:19:02 PM,pee and poo,yellow,Mushy
01/21/2020 8:01:03 AM,pee,,
01/21/2020 9:15:12 AM,pee and poo,yellow,Solid
01/21/2020 7:20:04 PM,pee,,
01/21/2020 5:17:51 PM,pee and poo,yellow,Solid
01/20/2020 7:23:24 PM,pee,,
01/20/2020 10:20:25 AM,pee,,
01/20/2020 3:35:36 PM,pee,,
01/20/2020 8:00:44 AM,pee,,
01/20/2020 12:50:46 PM,pee,,
01/20/2020 4:15:54 PM,pee and poo,yellow,Mushy
01/20/2020 8:30:40 AM,pee and poo,yellow,Mushy
01/19/2020 7:27:18 PM,pee,,
01/19/2020 8:21:05 AM,poo,yellow,Mushy
01/19/2020 4:53:01 PM,pee,,
01/19/2020 7:56:14 AM,pee,,
01/19/2020 9:58:53 AM,pee and poo,yellow,Mushy
01/18/2020 8:28:45 AM,pee and poo,yellow,Mushy
01/18/2020 7:48:44 AM,pee,,
01/18/2020 7:30:04 PM,pee,,
01/18/2020 3:59:48 PM,pee,,
01/17/2020 9:05:37 AM,pee and poo,yellow,Solid
01/17/2020 4:50:20 PM,pee and poo,yellow,Solid
01/17/2020 11:25:48 AM,pee and poo,yellow,Mushy
01/17/2020 9:30:59 AM,pee and poo,yellow,Solid
01/17/2020 8:00:48 AM,pee,,
01/17/2020 7:25:36 PM,pee,,
01/16/2020 7:27:35 PM,pee,,
01/16/2020 8:10:26 AM,pee,,
01/16/2020 8:35:35 AM,poo,yellow,Mushy
01/16/2020 10:30:25 AM,pee,,
01/16/2020 12:45:35 PM,poo,yellow,Mushy
01/16/2020 6:15:09 PM,pee and poo,yellow,Solid
01/15/2020 7:15:32 PM,pee,,
01/15/2020 10:35:54 AM,pee,,
01/15/2020 12:50:04 PM,pee and poo,yellow,Mushy
01/15/2020 3:00:18 PM,pee,,
01/15/2020 7:52:17 AM,pee,,
01/15/2020 5:40:36 PM,pee and poo,yellow,Solid
01/15/2020 8:20:38 AM,pee and poo,yellow,Solid
01/14/2020 7:30:09 PM,pee,,
01/14/2020 6:10:35 PM,poo,brown,Solid
01/14/2020 10:55:27 AM,pee,,
01/14/2020 12:55:37 PM,pee,,
01/14/2020 4:20:28 PM,pee and poo,yellow,Solid
01/14/2020 3:00:46 PM,pee,,
01/14/2020 7:52:35 AM,pee,,
01/14/2020 3:55:57 PM,pee,,
01/14/2020 8:42:18 AM,poo,yellow,Solid
01/13/2020 4:00:17 PM,pee,,
01/13/2020 8:13:33 AM,pee,,
01/13/2020 5:00:22 PM,pee and poo,yellow,Solid
01/13/2020 8:50:41 AM,pee and poo,yellow,Mushy
01/13/2020 10:40:51 AM,pee,,
01/13/2020 12:30:59 PM,pee,,
01/13/2020 3:00:08 PM,pee,,
01/13/2020 7:30:26 PM,pee,,
01/12/2020 7:30:09 PM,pee,,
01/12/2020 11:41:24 AM,pee and poo,yellow,Mushy
01/12/2020 8:01:01 AM,pee,,
01/12/2020 8:45:31 AM,pee and poo,yellow,Mushy
01/12/2020 4:48:45 PM,pee and poo,yellow,Mushy
01/11/2020 3:35:13 PM,pee and poo,yellow,Mushy
01/11/2020 12:51:54 PM,pee and poo,yellow,Mushy
01/11/2020 9:20:51 AM,pee and poo,yellow,Mushy
01/11/2020 10:03:09 AM,poo,yellow,Mushy
01/11/2020 6:55:18 PM,pee,,
01/11/2020 8:02:04 AM,pee,,
01/10/2020 7:35:37 PM,pee,,
01/10/2020 4:21:42 PM,pee and poo,yellow,Solid
01/10/2020 9:15:07 AM,pee and poo,yellow,Solid
01/10/2020 7:42:19 AM,pee,,
01/10/2020 10:55:18 AM,pee and poo,yellow,Mushy
01/09/2020 7:35:08 AM,pee,,
01/09/2020 9:00:29 AM,pee,,
01/09/2020 7:25:18 PM,pee,,
01/09/2020 11:00:37 AM,pee,,
01/09/2020 4:04:58 PM,pee and poo,yellow,Runny
01/09/2020 1:00:46 PM,pee,,
01/09/2020 8:07:18 AM,poo,yellow,Runny
01/09/2020 3:00:52 PM,pee,,
01/09/2020 8:00:06 AM,pee and poo,yellow,Runny
01/08/2020 8:38:57 AM,pee and poo,yellow,Mushy
01/08/2020 10:21:56 AM,pee,,
01/08/2020 12:30:02 PM,pee,,
01/08/2020 7:25:28 PM,pee,,
01/08/2020 5:30:27 PM,pee and poo,yellow,Solid
01/08/2020 8:03:32 AM,pee,,
01/07/2020 7:55:37 AM,pee,,
01/07/2020 5:19:17 PM,pee and poo,yellow,Solid
01/07/2020 7:26:07 PM,pee,,
01/07/2020 1:00:03 PM,pee,,
01/07/2020 3:00:14 PM,pee,,
01/07/2020 8:30:45 AM,pee and poo,yellow,Mushy
01/06/2020 1:15:51 PM,poo,yellow,Mushy
01/06/2020 4:50:18 PM,pee and poo,yellow,Solid
01/06/2020 3:00:58 PM,pee,,
01/06/2020 7:35:10 PM,pee,,
01/06/2020 9:55:00 AM,pee,,
01/06/2020 10:30:09 AM,pee,,
01/06/2020 8:01:56 AM,pee,,
01/06/2020 12:55:36 PM,pee,,
01/05/2020 7:54:16 AM,pee,,
01/05/2020 7:30:40 PM,pee,,
01/05/2020 11:00:28 AM,pee and poo,yellow,Solid
01/05/2020 9:35:26 AM,pee and poo,yellow,Solid
01/05/2020 12:53:43 PM,pee and poo,yellow,Mucusy
01/04/2020 4:00:23 PM,pee and poo,yellow,Solid
01/04/2020 7:30:37 PM,pee,,
01/04/2020 10:40:37 AM,pee and poo,yellow,Solid
01/04/2020 7:14:50 AM,pee,,
01/03/2020 5:39:15 PM,pee and poo,yellow,Mushy
01/03/2020 12:20:08 PM,pee and poo,yellow,Solid
01/03/2020 7:32:41 PM,pee,,
01/03/2020 8:33:11 AM,pee and poo,yellow,Solid
01/03/2020 7:30:36 AM,pee,,
01/03/2020 3:10:42 PM,pee and poo,yellow,Mushy
01/02/2020 8:15:46 AM,poo,yellow,Solid
01/02/2020 9:00:16 AM,pee,,
01/02/2020 7:23:26 AM,pee,,
01/02/2020 10:40:24 AM,pee,,
01/02/2020 12:30:37 PM,pee and poo,yellow,Mushy
01/02/2020 3:00:42 PM,pee,,
01/02/2020 7:30:21 PM,pee,,
01/02/2020 4:46:25 PM,poo,yellow,Solid
01/01/2020 2:55:18 PM,pee,,
01/01/2020 7:50:34 AM,pee and poo,yellow,Solid
01/01/2020 11:13:34 AM,pee and poo,yellow,Mushy
01/01/2020 7:25:10 PM,pee and poo,yellow,Solid
01/01/2020 3:46:58 PM,pee and poo,yellow,Mushy
01/01/2020 7:23:16 AM,pee,,
12/31/2019 3:55:22 PM,pee and poo,yellow,Solid
12/31/2019 7:26:45 AM,pee,,
12/31/2019 7:30:00 PM,pee,,
12/31/2019 10:50:11 AM,pee and poo,yellow,Solid
12/31/2019 4:40:58 PM,pee and poo,yellow,Mushy
12/31/2019 9:30:32 AM,pee and poo,yellow,Solid
12/30/2019 3:34:05 PM,pee and poo,yellow,Mushy
12/30/2019 12:18:55 PM,pee and poo,yellow,Mushy
12/30/2019 7:38:29 AM,pee,,
12/30/2019 7:35:07 PM,pee,,
12/30/2019 9:17:27 AM,pee and poo,yellow,Mushy
12/29/2019 12:25:19 PM,pee and poo,yellow,Mushy
12/29/2019 7:32:31 AM,pee,,
12/29/2019 6:43:06 PM,pee and poo,yellow,Mushy
12/29/2019 7:30:11 PM,pee,,
12/29/2019 8:28:16 AM,poo,yellow,Mushy
12/29/2019 12:40:28 PM,poo,yellow,Mushy
12/28/2019 1:12:26 PM,pee,,
12/28/2019 7:24:40 AM,pee,,
12/28/2019 6:31:55 PM,pee and poo,yellow,Mushy
12/28/2019 7:30:30 PM,pee,,
12/28/2019 3:36:57 PM,pee and poo,yellow,Mushy
12/28/2019 9:38:48 AM,pee and poo,yellow,Mushy
12/27/2019 8:45:31 AM,poo,yellow,Solid
12/27/2019 7:37:03 AM,pee,,
12/27/2019 3:35:40 PM,pee and poo,yellow,Mushy
12/27/2019 10:50:02 AM,pee and poo,yellow,Mushy
12/27/2019 7:30:18 PM,pee,,
12/26/2019 7:45:07 AM,pee,,
12/26/2019 7:28:02 PM,pee and poo,yellow,Mushy
12/26/2019 2:56:42 PM,pee,,
12/26/2019 9:30:12 AM,pee and poo,yellow,Little balls
12/26/2019 10:00:20 AM,poo,yellow,Solid
12/26/2019 3:50:36 PM,pee and poo,yellow,Mushy
12/25/2019 7:36:07 PM,pee,,
12/25/2019 8:11:42 AM,poo,yellow,Mushy
12/25/2019 12:49:04 PM,pee,,
12/25/2019 3:06:32 PM,pee and poo,yellow,Solid
12/25/2019 3:57:19 PM,pee and poo,yellow,Solid
12/25/2019 7:35:06 AM,pee,,
12/24/2019 7:29:08 AM,pee,,
12/24/2019 3:02:12 PM,pee and poo,yellow,Mushy
12/24/2019 7:05:51 PM,pee,,
12/24/2019 2:13:18 PM,poo,green,Mushy
12/24/2019 12:24:16 PM,pee,,
12/23/2019 7:05:40 AM,pee,,
12/23/2019 8:00:05 AM,pee and poo,yellow,Mushy
12/23/2019 7:30:40 PM,pee,,
12/23/2019 3:35:09 PM,pee,,
12/22/2019 6:50:22 PM,pee,,
12/22/2019 2:37:26 PM,pee and poo,green,Mushy
12/22/2019 12:18:34 PM,pee and poo,yellow,Mushy
12/22/2019 6:51:23 AM,pee,,
12/22/2019 8:19:13 AM,pee and poo,yellow,Solid
12/21/2019 7:25:19 AM,pee,,
12/21/2019 12:55:05 PM,pee,,
12/21/2019 4:03:15 PM,pee and poo,yellow,Mushy
12/21/2019 7:25:50 PM,pee,,
12/21/2019 8:20:30 AM,pee and poo,brown,Mushy
12/20/2019 9:29:31 AM,pee and poo,yellow,Mushy
12/20/2019 7:25:29 PM,pee,,
12/20/2019 7:17:18 AM,pee,,
12/20/2019 3:22:10 PM,pee and poo,yellow,Solid
12/20/2019 7:55:14 AM,poo,green,Solid
12/19/2019 7:48:49 AM,poo,yellow,Solid
12/19/2019 8:50:01 AM,pee,,
12/19/2019 10:45:08 AM,pee,,
12/19/2019 7:20:45 AM,pee,,
12/19/2019 1:00:17 PM,pee and poo,yellow,Mushy
12/19/2019 3:00:26 PM,pee,,
12/19/2019 6:01:24 PM,poo,yellow,Mushy
12/19/2019 4:57:16 PM,poo,yellow,Mushy
12/19/2019 7:23:05 PM,pee,,
12/18/2019 4:30:09 PM,pee and poo,yellow,Solid
12/18/2019 7:07:06 PM,pee and poo,green,Mushy
12/18/2019 6:58:32 AM,pee,,
12/18/2019 7:45:04 AM,poo,yellow,Mushy
12/18/2019 8:40:26 AM,pee,,
12/18/2019 10:15:35 AM,pee,,
12/18/2019 12:30:51 PM,pee and poo,yellow,Mushy
12/18/2019 3:00:59 PM,pee,,
12/17/2019 7:08:10 AM,pee,,
12/17/2019 7:30:17 PM,pee,,
12/17/2019 8:40:13 AM,pee,,
12/17/2019 10:30:19 AM,pee,,
12/17/2019 12:45:30 PM,pee and poo,yellow,Mushy
12/17/2019 3:30:38 PM,pee and poo,yellow,Mushy
12/16/2019 7:11:58 AM,pee,,
12/16/2019 7:25:28 PM,pee,,
12/16/2019 8:40:19 AM,pee,,
12/16/2019 10:30:29 AM,pee,,
12/16/2019 4:43:51 PM,poo,yellow,Mushy
12/16/2019 12:10:38 PM,pee and poo,yellow,Mushy
12/16/2019 12:40:51 PM,pee,,
12/16/2019 3:15:11 PM,pee,,
12/15/2019 7:32:02 PM,pee and poo,yellow,Mushy
12/15/2019 5:30:23 PM,pee and poo,yellow,Mushy
12/15/2019 4:28:18 PM,pee and poo,yellow,Mushy
12/15/2019 7:17:22 AM,pee,,
12/15/2019 8:30:48 AM,pee and poo,yellow,Mushy
12/14/2019 4:40:06 PM,pee and poo,yellow,Solid
12/14/2019 8:12:37 PM,pee,,
12/14/2019 7:58:14 AM,pee and poo,yellow,Mushy
12/14/2019 7:18:23 AM,pee and poo,green,Mushy
12/14/2019 11:18:08 AM,pee and poo,yellow,Mushy
12/13/2019 12:30:27 PM,pee and poo,green,Solid
12/13/2019 7:07:06 AM,pee,,
12/13/2019 7:30:37 PM,pee,,
12/13/2019 7:44:08 AM,pee and poo,green,Solid
12/13/2019 4:30:32 PM,pee and poo,green,Mushy
12/12/2019 7:30:58 PM,pee,,
12/12/2019 4:58:57 PM,pee and poo,yellow,Mushy
12/12/2019 10:15:41 AM,pee,,
12/12/2019 7:08:19 AM,pee,,
12/12/2019 12:30:53 PM,pee,,
12/12/2019 3:00:03 PM,pee and poo,green,Mushy
12/11/2019 7:42:45 AM,pee and poo,green,Mushy
12/11/2019 4:15:52 PM,pee and poo,yellow,Mushy
12/11/2019 10:30:43 AM,pee,,
12/11/2019 12:50:53 PM,pee,,
12/11/2019 7:28:57 PM,pee,,
12/11/2019 3:00:03 PM,pee,,
12/11/2019 4:52:14 PM,pee and poo,green,Mushy
12/11/2019 7:28:16 AM,pee,,
12/10/2019 3:00:10 PM,pee and poo,yellow,Mushy
12/10/2019 7:31:09 AM,pee,,
12/10/2019 8:02:29 AM,pee and poo,green,Solid
12/10/2019 7:28:14 PM,pee,,
12/10/2019 10:50:49 AM,pee and poo,yellow,Mushy
12/10/2019 12:30:02 PM,pee and poo,yellow,Mushy
12/09/2019 4:30:33 PM,poo,green,Solid
12/09/2019 7:05:40 AM,pee and poo,yellow,Solid
12/09/2019 4:18:04 PM,pee,,
12/09/2019 11:10:10 AM,pee,,
12/09/2019 12:50:18 PM,pee,,
12/09/2019 7:28:30 PM,pee,,
12/09/2019 8:20:45 AM,pee and poo,green,Mushy
12/08/2019 3:27:20 PM,pee and poo,yellow,Mushy
12/08/2019 10:10:52 AM,pee and poo,brown,Solid
12/08/2019 7:25:41 PM,pee,,
12/08/2019 7:09:20 AM,pee,,
12/07/2019 7:48:09 AM,pee,,
12/07/2019 8:37:39 AM,pee and poo,yellow,Mushy
12/07/2019 3:32:56 PM,pee,,
12/07/2019 7:25:13 PM,pee and poo,yellow,Mushy
12/06/2019 2:58:47 PM,pee,,
12/06/2019 3:56:40 PM,pee and poo,green,Mushy
12/06/2019 6:44:56 AM,pee,,
12/06/2019 10:45:36 AM,pee and poo,yellow,Mushy
12/06/2019 8:27:56 AM,pee and poo,yellow,Mushy
12/06/2019 7:01:11 PM,pee and poo,yellow,Mushy
12/05/2019 10:50:45 AM,pee,,
12/05/2019 12:30:53 PM,pee,,
12/05/2019 7:07:31 AM,pee,,
12/05/2019 2:46:04 PM,pee,,
12/05/2019 4:00:16 PM,pee,,
12/05/2019 7:05:29 PM,pee and poo,brown,Solid
12/05/2019 8:50:37 AM,pee,,
12/04/2019 7:26:39 AM,pee and poo,yellow,Mushy
12/04/2019 7:33:42 PM,pee,,
12/04/2019 10:30:41 AM,pee,,
12/04/2019 9:00:52 AM,pee,,
12/04/2019 12:40:01 PM,pee,,
12/04/2019 6:43:51 AM,pee,,
12/04/2019 3:05:08 PM,pee,,
12/03/2019 12:50:25 PM,pee,,
12/03/2019 2:56:36 PM,pee,,
12/03/2019 7:27:16 PM,pee,,
12/03/2019 4:23:23 PM,pee and poo,brown,Mushy
12/03/2019 7:23:33 AM,pee,,
12/03/2019 10:05:21 AM,pee,,
12/02/2019 3:15:00 PM,pee,,
12/02/2019 7:45:22 AM,pee and poo,yellow,Mushy
12/02/2019 7:07:49 AM,pee,,
12/02/2019 5:24:04 PM,pee and poo,yellow,Mushy
12/02/2019 8:45:34 AM,pee,,
12/02/2019 10:55:45 AM,pee,,
12/02/2019 7:20:50 PM,pee,,
12/02/2019 12:55:53 PM,pee,,
12/01/2019 4:36:21 PM,pee and poo,yellow,Mushy
12/01/2019 9:34:49 AM,pee and poo,brown,Mushy
12/01/2019 1:01:10 PM,pee,,
12/01/2019 7:40:10 PM,pee and poo,yellow,Mushy
12/01/2019 7:34:56 AM,pee,,
11/30/2019 6:15:32 PM,pee and poo,brown,Mushy
11/30/2019 7:31:21 AM,pee,,
11/30/2019 7:25:47 PM,pee,,
11/30/2019 12:54:37 PM,pee,,
11/29/2019 7:05:28 PM,pee and poo,yellow,Mushy
11/29/2019 10:25:27 AM,pee,,
11/29/2019 12:08:34 PM,pee and poo,yellow,Mushy
11/29/2019 7:29:08 AM,pee,,
11/29/2019 4:52:11 PM,pee and poo,yellow,Mushy
11/29/2019 7:34:15 PM,pee,,
11/28/2019 6:25:05 PM,pee and poo,yellow,Mushy
11/28/2019 12:25:58 PM,pee and poo,green,Mushy
11/28/2019 7:14:49 AM,pee,,
11/28/2019 7:35:37 PM,pee,,
11/28/2019 8:57:14 AM,pee and poo,yellow,Mushy
11/27/2019 9:00:57 AM,pee,,
11/27/2019 9:30:17 AM,pee,,
11/27/2019 12:55:26 PM,pee and poo,green,Mushy
11/27/2019 3:00:34 PM,pee,,
11/27/2019 7:20:07 PM,pee,,
11/27/2019 5:08:49 PM,pee,,
11/27/2019 7:04:59 AM,pee,,
11/26/2019 7:35:51 PM,pee,,
11/26/2019 9:15:25 AM,pee,,
11/26/2019 11:05:35 AM,pee and poo,green,Mushy
11/26/2019 1:35:44 PM,pee and poo,green,Mushy
11/26/2019 4:50:51 PM,pee and poo,brown,Mushy
11/26/2019 4:33:02 PM,pee,,
11/26/2019 7:34:18 AM,pee,,
11/25/2019 6:26:10 PM,pee and poo,green,Mushy
11/25/2019 10:30:48 AM,pee,,
11/25/2019 7:35:16 AM,pee,,
11/25/2019 7:00:28 PM,pee,,
11/25/2019 12:50:59 PM,pee,,
11/25/2019 3:00:10 PM,pee and poo,green,Mushy
11/24/2019 3:32:29 PM,pee,,
11/24/2019 11:05:06 AM,pee and poo,yellow,Mushy
11/24/2019 7:20:57 AM,pee,,
11/24/2019 7:00:28 PM,pee,,
11/23/2019 7:05:41 AM,pee,,
11/23/2019 9:30:05 AM,pee and poo,green,Mushy
11/23/2019 12:12:09 PM,pee and poo,green,Mushy
11/23/2019 7:08:52 AM,poo,yellow,Mushy
11/23/2019 6:34:29 PM,pee and poo,yellow,Mushy
11/23/2019 7:35:33 PM,pee,,
11/22/2019 7:25:47 PM,pee,,
11/22/2019 9:50:40 AM,pee and poo,yellow,Solid
11/22/2019 6:36:54 AM,pee,,
11/22/2019 10:25:03 AM,pee and poo,yellow,Mushy
11/21/2019 6:44:29 AM,pee,,
11/21/2019 7:12:09 PM,pee and poo,green,Solid
11/21/2019 9:45:13 AM,pee,,
11/21/2019 11:45:27 AM,pee and poo,green,Mushy
11/21/2019 12:45:38 PM,pee,,
11/20/2019 4:40:57 PM,pee and poo,brown,Mushy
11/20/2019 6:47:27 AM,pee,,
11/20/2019 8:30:46 AM,pee,,
11/20/2019 10:30:57 AM,pee and poo,green,Mushy
11/20/2019 12:55:09 PM,pee and poo,green,Mushy
11/20/2019 7:08:46 PM,pee,,
11/20/2019 3:00:20 PM,pee,,
11/19/2019 8:35:32 AM,pee and poo,green,Solid
11/19/2019 9:30:11 AM,pee,,
11/19/2019 6:14:38 PM,pee and poo,green,Solid
11/19/2019 10:30:18 AM,pee,,
11/19/2019 1:08:25 PM,pee,,
11/19/2019 2:50:33 PM,pee,,
11/19/2019 7:20:18 PM,pee,,
11/19/2019 4:00:38 PM,pee,,
11/19/2019 6:25:11 AM,pee and poo,green,Solid
11/18/2019 10:50:10 AM,pee,,
11/18/2019 6:33:10 AM,pee,,
11/18/2019 7:15:14 PM,pee and poo,green,Solid
11/18/2019 2:55:21 PM,pee,,
11/18/2019 9:40:01 AM,pee,,
11/17/2019 7:20:55 PM,pee,,
11/17/2019 8:53:36 AM,poo,yellow,Mushy
11/17/2019 8:40:45 AM,pee and poo,green,Solid
11/17/2019 7:07:29 AM,pee,,
11/16/2019 7:35:55 PM,pee,,
11/16/2019 5:58:26 PM,pee,,
11/16/2019 7:19:46 AM,pee,,
11/16/2019 11:25:52 AM,pee and poo,green,Mushy
11/16/2019 10:30:44 AM,pee,,
11/15/2019 4:33:33 PM,pee,,
11/15/2019 10:07:26 AM,pee,,
11/15/2019 7:15:26 PM,pee and poo,green,Mushy
11/15/2019 7:27:13 AM,pee,,
11/15/2019 10:39:18 AM,pee and poo,green,Solid
11/14/2019 10:20:59 AM,pee,,
11/14/2019 11:00:09 AM,pee and poo,green,Mushy
11/14/2019 1:00:21 PM,pee,,
11/14/2019 3:00:27 PM,pee,,
11/14/2019 7:06:09 AM,pee,,
11/14/2019 6:40:29 PM,pee and poo,green,Mushy
11/13/2019 7:28:50 PM,pee,,
11/13/2019 8:45:52 AM,pee,,
11/13/2019 7:16:09 AM,pee,,
11/13/2019 10:30:05 AM,pee and poo,green,Mushy
11/13/2019 10:45:19 AM,poo,green,Mushy
11/13/2019 11:04:31 AM,poo,green,Mushy
11/13/2019 3:00:44 PM,pee,,
11/12/2019 12:15:24 PM,pee and poo,green,Mushy
11/12/2019 7:20:32 PM,pee,,
11/12/2019 8:16:47 AM,pee and poo,green,Mushy
11/12/2019 7:19:28 AM,pee,,
11/12/2019 4:05:58 PM,pee,,
11/11/2019 8:00:57 AM,pee and poo,green,Mushy
11/11/2019 10:45:23 AM,pee,,
11/11/2019 4:15:43 PM,pee and poo,green,Mushy
11/11/2019 7:15:08 PM,pee,,
11/11/2019 1:08:55 PM,pee,,
11/11/2019 3:07:03 PM,pee,,
11/11/2019 7:42:10 AM,pee,,
11/10/2019 10:10:59 AM,pee and poo,yellow,Mushy
11/10/2019 5:08:52 PM,pee and poo,green,Mushy
11/10/2019 3:39:39 PM,pee,,
11/10/2019 7:25:07 PM,pee,,
11/10/2019 7:10:15 AM,pee and poo,yellow,Mushy
11/09/2019 3:39:41 PM,pee,,
11/09/2019 5:46:04 PM,pee and poo,yellow,Mushy
11/09/2019 7:35:21 PM,pee,,
11/09/2019 9:57:37 AM,pee and poo,yellow,Mushy
11/09/2019 8:00:06 AM,pee,,
11/09/2019 6:22:21 PM,poo,yellow,Mushy
11/09/2019 8:16:55 AM,pee and poo,green,Mushy
11/08/2019 4:07:53 PM,pee and poo,green,Mushy
11/08/2019 7:23:34 AM,pee,,
11/08/2019 9:30:42 AM,pee,,
11/08/2019 7:32:23 PM,pee,,
11/08/2019 12:20:48 PM,pee and poo,green,Mushy
11/08/2019 9:46:24 AM,poo,green,Mushy
11/07/2019 8:30:36 AM,pee,,
11/07/2019 7:08:38 PM,pee,,
11/07/2019 10:30:45 AM,pee and poo,green,Mushy
11/07/2019 12:30:59 PM,pee,,
11/07/2019 8:25:45 AM,pee and poo,green,Solid
11/07/2019 7:18:12 AM,pee,,
11/06/2019 1:00:04 PM,pee,,
11/06/2019 3:00:15 PM,pee,,
11/06/2019 7:10:01 PM,pee,,
11/06/2019 4:25:47 PM,pee and poo,green,Mushy
11/06/2019 7:49:13 AM,pee and poo,green,Solid
11/06/2019 7:22:52 AM,pee,,
11/06/2019 9:00:44 AM,pee,,
11/06/2019 11:00:55 AM,pee and poo,green,Mushy
11/05/2019 7:03:33 AM,pee,,
11/05/2019 8:40:20 AM,pee,,
11/05/2019 7:13:05 PM,pee,,
11/05/2019 10:30:33 AM,pee and poo,green,Mushy
11/05/2019 12:30:41 PM,pee,,
11/05/2019 4:40:44 PM,pee,,
11/05/2019 3:00:50 PM,pee,,
11/04/2019 6:38:44 PM,pee,,
11/04/2019 7:06:30 AM,pee,,
11/04/2019 4:47:59 PM,pee and poo,green,Mushy
11/04/2019 8:50:58 AM,pee,,
11/04/2019 10:30:11 AM,pee,,
11/04/2019 12:30:20 PM,pee,,
11/04/2019 3:00:29 PM,pee,,
11/03/2019 7:07:23 PM,pee,,
11/03/2019 4:17:35 PM,pee,,
11/03/2019 7:21:52 AM,pee and poo,yellow,Runny
11/03/2019 10:55:26 AM,pee,,
11/02/2019 3:32:32 PM,pee,,
11/02/2019 7:38:01 AM,pee and poo,brown,Mushy
11/02/2019 11:01:05 AM,pee,,
11/02/2019 7:30:33 PM,pee,,
11/02/2019 8:02:48 AM,pee and poo,yellow,Runny
11/01/2019 6:03:03 PM,pee and poo,green,Solid
11/01/2019 8:28:51 AM,pee and poo,green,Mushy
11/01/2019 12:56:31 PM,pee,,
11/01/2019 4:22:08 PM,pee,,
11/01/2019 7:27:25 PM,pee,,
11/01/2019 8:06:08 AM,pee,,
10/31/2019 8:45:35 AM,pee,,
10/31/2019 10:45:45 AM,pee and poo,green,Mushy
10/31/2019 4:49:10 PM,pee and poo,green,Solid
10/31/2019 12:30:56 PM,pee and poo,green,Mushy
10/31/2019 2:46:07 PM,pee,,
10/31/2019 3:50:17 PM,pee and poo,green,Mushy
10/31/2019 7:05:35 PM,pee,,
10/31/2019 7:55:49 AM,pee,,
10/30/2019 7:00:19 PM,pee,,
10/30/2019 8:00:31 AM,pee and poo,green,Solid
10/30/2019 4:48:54 PM,pee,,
10/30/2019 7:21:41 AM,pee,,
10/30/2019 9:10:57 AM,pee,,
